Username;Location;Nb_comments;Nb_likes;Note;Date_publication;Title;Date_experience
diana l;new york, etat de new york;21;20;50;10/2019;breathtaking geological formations;09/2019
e f;green valley, arizona;4;7;50;10/2019;south rim tour;10/2019
connie m;fort wayne;94;48;50;10/2019;words don t do it justice...;07/2019
angelbp8076tp;kingston, tennessee;43;51;50;10/2019;fall break;10/2019
lbmm77;chicago, illinois;66;83;50;10/2019;get below the rim;10/2019
daveby4305wk;skenfrith, royaume uni;83;58;50;10/2019;still blows you away;10/2019
kirk h;burnsville, minnesota;430;144;40;10/2019;must see place, too many people;10/2019
soccerchickokc;oklahoma city, oklahoma;303;106;50;10/2019;breathtaking;10/2019
omgtrips;gurgaon, inde;18;31;50;10/2019;arizona calling;03/2019
allieoop142;saint augustine, floride;38;34;40;10/2019;spectacular views but crowded;10/2019
mikea5579va;ramsgate, royaume uni;11;10;50;10/2019;day trip;10/2019
a_saunterer;missoula, montana;182;136;50;10/2019;stay more than a day if you can;10/2019
geolady86;tulsa, oklahoma;34;39;50;10/2019;a must see at least once in a lifetime;11/2018
livinglifeinpa;allentown, pa;683;359;50;10/2019;unbelievable impressive views;09/2019
rmpaul;ponce inlet, floride;307;155;50;10/2019;the grand canyon is grand;10/2019
liaworld;bruxelles, belgique;100;85;50;10/2019;very impressive;10/2019
jessica c;houston, texas;28;23;30;10/2019;once and done;10/2019
rebecca b;mount pleasant, caroline du nord;229;137;50;10/2019;views are breathtaking;10/2019
cld1825;elon, caroline du nord;33;24;50;10/2019;breathtaking;10/2019
angie1027;southington, oh;179;118;50;10/2019;amazing;10/2019
catysonreviews;shingletown, californie;429;81;50;10/2019;you need to see it personally because pictures don t do it justice.;10/2019
katrina k;toronto, canada;156;89;50;10/2019;amazing experience from vegas;10/2019
skipndonna;montreal, canada;78;66;50;10/2019;add this to your bucket list;10/2019
sak205;bellbrook, ohio;12;38;50;10/2019;unbelieveable views;10/2019
ken b;atlanta, georgie;59;56;50;10/2019;looking into the past to understand the eternal;10/2019
anp71;cascais, portugal;145;95;50;10/2019;what a wonderful place;10/2019
workmiles;memphis, tennessee;35;48;50;10/2019;beautiful, something you must see at least once;10/2019
samesdifd;darwin, australie;207;105;50;10/2019;the mighty grand canyon;09/2019
randy2353;north palm beach, floride;715;223;50;10/2019;wow;04/2019
kathinated;dunfermline, royaume uni;375;208;50;10/2019;one for the bucket list;10/2019
debord_dylan;knoxville, tennessee;3;5;50;10/2019;great place to visit;10/2019
zwildcats;kentucky;45;52;50;10/2019;god s amazing creation;10/2019
classybroadjen;houston, texas;23;36;50;10/2019;amazing snowy views ;03/2019
joaniemaria;eldridge, iowa;510;355;50;10/2019;must see;09/2019
7sxm;kentucky;86;57;50;10/2019;take your time;09/2019
brenda u;kansas;68;67;50;10/2019;a must see for everyone;10/2019
rich m;south sioux city, nebraska;22;60;30;10/2019;amazing but boring.;10/2019
iconions;olathe, kansas;331;172;50;10/2019;off the bucket list;09/2019
cliffandjo;wroughton, royaume uni;324;227;50;10/2019;amazing just amazing;09/2019
tlmeforadventure;royaume uni;163;97;50;10/2019;breathtaking;09/2019
holly l;oak ridge, tennessee;84;64;50;10/2019;bucket list beautiful;10/2019
ebegovic;zagreb, croatie;5;13;50;10/2019;breathtaking grand canyon;09/2019
stevef824;liverpool, etat de new york;370;185;50;10/2019;must see...bucket list checked;09/2019
74mariag74;miami, floride;104;65;50;10/2019;beautiful view;09/2019
ken w;hockley, royaume uni;67;70;50;10/2019;this road has the o m g factor;09/2019
4ofusonthego;sydney, australie;20;56;50;10/2019;sunset at grand canyon;10/2019
linda p;savannah, georgie;7;12;50;10/2019;god s creation on display;10/2019
forrealdoe;baltimore, maryland;5;7;50;10/2019;vegas vacation;10/2019
joselito1959;coral gables, floride;1100;293;50;10/2019;a natural wonder and just spectacular;09/2019
anand m;malmo, suede;11;21;50;10/2019;grand canyon south rim tour;09/2019
jumper50;pittsburgh, pennsylvanie;21;29;50;10/2019;ridge to ridge.;10/2019
kg3801;port arthur, texas;6;13;50;10/2019;gorgeous;09/2019
paul l;winnipeg, canada;272;124;50;10/2019;truly a wonder;09/2019
nature_beaches;mississauga, canada;45;37;50;10/2019;beautiful natural wonders of the world;04/2019
rick g;san antonio, texas;454;221;50;10/2019;weekend getaway;10/2019
marhymar;workington, royaume uni;15;46;50;10/2019;amazing;09/2019
pjcochrane;hobart, australie;21;44;50;10/2019;patience rewarded;10/2019
wings1980;ohio;276;304;50;10/2019;picture do not tell the story;10/2019
sling 0;lenoir city, tennessee;76;43;50;10/2019;more impressive in person;09/2019
alisonl865;birmingham, royaume uni;85;71;50;10/2019;helicopter and black canyon rafting;10/2019
chimera shaman;avon park, floride;108;79;50;10/2019;pictures never show the depth of beauty;08/2019
teppy62;greater sydney, australie;24;48;50;10/2019;a must see;09/2019
notron11;rusk, texas;218;84;50;10/2019;wow;10/2019
volksrus;swansea, royaume uni;309;123;50;10/2019;outstanding view;10/2019
sofia m;shanghai, chine;30;22;40;10/2019;hiking and breathtaking views;10/2019
nfa05;los angeles, californie;36;46;50;10/2019;what else can be said;09/2019
654v_ronica;las vegas, nevada;36;31;50;10/2019;awe inspiring natural wonder;10/2019
estherc122;seatac, etat de washington;20;28;50;10/2019;loved it;09/2019
4marya;hamilton, canada;76;73;50;10/2019;spectacular views;09/2019
nyusz44;londres, royaume uni;102;97;50;10/2019;breathtaking;09/2019
carl k;bicester, royaume uni;347;229;50;10/2019;amazing;10/2019
timsn2982ou;mechanicsville, virginie;80;39;50;10/2019;just plain awesome;10/2019
frankdd_13;massachusetts;44;41;30;10/2019;enjoyable;10/2019
krocking123;new york, etat de new york;452;617;50;10/2019;spectacular views;08/2019
happygjackson;mount laurel, new jersey;215;132;50;10/2019;amazing trails and views;09/2019
mikebwoodbury;woodbury, minnesota;193;78;50;10/2019;wow;09/2019
sc40sumthin;greenville, caroline du sud;543;171;50;09/2019;you already know it is amazing...;09/2019
maddog4631;phoenix, arizona;26;128;50;09/2019;one of the few times i use the word awesome.;05/2019
tmb110;morgantown, virginie occidentale;147;42;50;09/2019;you must visit;09/2019
pal0009;new york, etat de new york;30;31;50;09/2019;breathtaking must visit place for sure amazing amazing amazing;09/2019
nswagner11;oklahoma city, oklahoma;25;32;50;09/2019;wow;09/2019
miffed1;shrewsbury, royaume uni;65;45;50;09/2019;recent visit;09/2019
pbroo;ocala, floride;61;49;50;09/2019;beautiful;09/2019
gowerdg;chesterfield, royaume uni;158;106;50;09/2019;unreal;09/2019
luvsroadtrips33;philadelphie, pennsylvanie;23;28;50;09/2019;bucket list item completed;09/2019
denniss993;campbelltown, australie;218;139;40;09/2019;bucket list item;09/2019
jsjonquil;snellville, georgie;12;17;50;09/2019;truly a grand canyon;09/2019
adventurers11805;charlotte, caroline du nord;121;51;50;09/2019;perfect natural wonder;09/2019
nick w;leominster, royaume uni;139;92;50;09/2019;still amazing second time around;09/2019
kim9414;frederick, maryland;112;60;50;09/2019;each rim is different.;09/2019
katkem;las vegas, nevada;181;117;50;09/2019;very grand;09/2019
mikegsyr;syracuse, etat de new york;320;128;50;09/2019;a must do;09/2019
joolsreading;reading, royaume uni;161;117;50;09/2019;stunning;09/2019
travelmoorenow;belleville, michigan;425;152;50;09/2019;panoramic view of a lifetime;09/2019
jo73_13;lowell, massachusetts;39;31;50;09/2019;amazing as the first visit;09/2019
emanme;jupiter, floride;67;41;50;09/2019;wow;09/2019
leandro s;miami, floride;287;152;50;09/2019;stunning;09/2019
paular776;simi valley, californie;5;5;50;09/2019;awesome;09/2019
terry w;fort myers, floride;36;33;50;09/2019;revisit;09/2019
duwaynem;bangkok, thailande;52;49;50;09/2019;grand canyon national park;09/2019
katiepen1991;middlesbrough, royaume uni;17;28;50;09/2019;cannot be put into words;09/2019
ekasaba;thousand oaks, californie;50;33;50;09/2019;magnificent...breathtaking;09/2019
edd836;swansea, royaume uni;309;201;40;09/2019;stunning and unbelievable but so busy;09/2019
trawler50;plymouth, royaume uni;13;13;10;09/2019;rude staff;09/2019
ramblinrose88ht;cÃ´te doree, australie;8;21;50;09/2019;grand canyon watchtower;08/2019
ezridax;irving, texas;23;28;40;09/2019;beautiful, but a lot of rude visitors;09/2019
thenatster75;birmingham, royaume uni;327;169;50;09/2019;simply stunning and out of this world;08/2019
dorothy m;houston, texas;76;46;50;09/2019;moosie hanging at the grand canyon;05/2019
samuelmarshall1;super weston mare, royaume uni;32;34;50;09/2019;speachless;04/2019
f3632fcdenisef;norwood, minnesota;81;26;50;09/2019;unbelievable views;09/2019
x2648ftelizabethf;san diego, united states;14;29;50;09/2019;never been why;09/2019
rainbowsandkids;albuquerque, nouveau mexique;34;48;40;09/2019;pictures do not do it justice;06/2019
shal1984;birmingham, royaume uni;4;4;30;09/2019;why was i not particularly impressed;09/2019
meremale60;upper coomera, australie;293;173;50;09/2019;amazing;09/2019
barbfullerproducts;la crosse, wisconsin;44;51;50;09/2019;fabulous experience.;09/2019
thuhoa_toronto;toronto, canada;4;8;50;09/2019;amazing site;08/2019
jayyoung94;londres, royaume uni;31;61;50;09/2019;absolutely breathtaking;12/2018
youcanhandlethetruth;lake forest, californie;58;51;50;09/2019;the only thing better than the south rim is a tour by plane, not helicopter;09/2019
joel d;syracuse, etat de new york;168;149;30;09/2019;i hope they see this review;09/2019
daywang;holtsville, new york;33;62;50;09/2019;amazing experience, don t miss desert view drive;08/2019
wayne r;dixfield, maine;13;13;50;09/2019;breathtaking;09/2019
ours02;paris, france;57;54;50;09/2019;must seen;09/2019
carter9935;dequincy, louisiane;5;12;50;09/2019;amazing place;09/2019
hodork;albany, etat de new york;180;115;50;09/2019;breathtaking;02/2019
archiemyl;big bear lake, californie;160;195;50;09/2019;without a doubt, simply amazing;09/2019
dkkid;high river, canada;54;37;50;09/2019;unreal;09/2019
kindred411uk;sheffield, royaume uni;41;52;50;09/2019;amazing;09/2019
runner24;orlando, floride;525;447;50;09/2019;something you must see;09/2019
whereisjenjen;covington, kentucky;47;36;50;09/2019;bucket list;09/2019
garryg145;salisbury, royaume uni;17;21;50;09/2019;grand canyon south rim;09/2019
eileen101;georgia;12;17;50;09/2019;walked the rim   intermittently took the free shuttle bus;09/2019
antonellap916;gradara, italie;42;45;50;09/2019;place to see before you die;08/2019
suellent942;perth, australie;301;174;50;09/2019;so much to see â€”  picture postcard views roll on forever;08/2019
bottomshelfhockey;richmond, canada;927;889;50;09/2019;wow â€“ 5 out of 5 rating;04/2019
desand26;west sussex, royaume uni;65;81;50;09/2019;stunning miracle of nature;09/2019
ms v;vancouver, canada;190;50;50;09/2019;awe inspiring;09/2019
kearsen;aldgate, australie;78;67;50;09/2019;amazing and indescribably spectacular;06/2019
640clareb;basingstoke, royaume uni;49;34;50;09/2019;fantastic;09/2019
u5732xisandraa;gilbert, arizona;2;2;40;09/2019;a must visit site;12/2018
somersetbill;somerset;84;79;50;09/2019;spectacular;09/2019
malcolmle;jerusalem, israel;1210;284;50;09/2019;wow;09/2019
kododrummer;iekaterinbourg, russie;3219;138696;50;09/2019;phenomenally spectacular;08/2019
joe r r;bethlehem, pennsylvanie;13;25;50;09/2019;great views of the canyon;08/2019
globetrotterbella;san antonio, texas;340;228;50;09/2019;best time to go is when kids are back in school;08/2019
rick k;colorado springs, colorado;84;45;50;09/2019;picturesque;05/2019
lovetraveling99;michigan;308;104;50;09/2019;spectacular;09/2019
darkknight84;elyria, ohio;96;69;50;09/2019;unbelievable beauty;09/2019
birgitte v;svendborg, danemark;44;43;40;09/2019;absolute a great place, but not for younger kids.;08/2019
stiguy33;vermont;61;42;50;09/2019;feeling small in a big way;08/2019
frank k;chicago, illinois;30;54;50;09/2019;monumental;08/2019
jamesmo828iz;rochester, michigan;100;86;40;09/2019;beautiful;07/2019
stlighthouse;saint george;117;62;50;09/2019;the big crack;06/2019
jamy1961;cleveland tn;190;230;50;09/2019;words can t begin to explain;08/2019
smunr;aberdeen, royaume uni;64;38;50;09/2019;brilliant;03/2019
goldenalgae;pittsburgh, pennsylvanie;109;66;50;09/2019;leaves you breathless;08/2019
alan b;kensington, maryland;12;14;50;09/2019;while much more crowded with tourists than the north rim, the south rim offers terrific views of this marvelous canyon.;08/2019
edward m;illinois;284;78;50;09/2019;bucket list for sure;08/2019
teamlocust;paramus, new jersey;9;10;50;09/2019;july visit;07/2019
azizi p;williamsburg, virginie;90;45;50;09/2019;breathtaking;08/2019
a m;montgomery, texas;11;18;50;09/2019;awesome views;09/2019
datawithstyle;phoenix, arizona;4;4;50;09/2019;south rim   breathtaking views, lots of tourists;09/2019
jimp526;o fallon, illinois;11;17;50;09/2019;canyon tour, stop #4;10/2018
simonrn2015ja;bridgnorth, royaume uni;6;6;50;09/2019;that river s been there a while;08/2019
joseph m;tiffin, ohio;245;111;50;09/2019;third natural wonder of the world;09/2019
droopydrawrs52;peterborough, royaume uni;1164;533;50;09/2019;without doubt the best views ever;09/2019
ken1077;onsted, michigan;298;65;50;09/2019;bucket list place to visit;10/2018
carrie b;arlington heights, illinois;365;174;50;09/2019;amazing;09/2019
mooshla;calabasas, californie;403;199;50;09/2019;well organized, great signage and just views views views;08/2019
vincentd691;morgantown, virginie occidentale;91;49;40;09/2019;try not to go during the summer.;08/2019
po143;bossier city, louisiane;116;88;50;08/2019;inspiring;08/2019
prissyv05;connersville, indiana;8;12;50;08/2019;winter at the grand canyon;01/2019
tjobee;stourbridge, royaume uni;49;61;50;08/2019;dogged by the weather...;03/2019
richard s;point pleasant, pennsylvanie;45;57;40;08/2019;bring a small car;08/2019
eirinn1975;rauma, finlande;385;183;50;08/2019;a humbling view;08/2019
spw91;bridgewater, new jersey;588;184;50;08/2019;nothing else like it;08/2019
beverlys574;manhattan beach, californie;42;24;50;08/2019;plan your visit.;08/2019
maureen c;boston, massachusetts;34;50;50;08/2019;just stunning;08/2019
larita p;springfield, united states;21;22;50;08/2019;vacation;08/2019
beakertroyd;san jose, californie;307;152;50;08/2019;but of course it s amazing;08/2019
nj_blt;west deptford, nj;18;25;50;08/2019;a must see once in your life;08/2019
jingpei;singapour, singapour;210;127;50;08/2019;natural wonder;04/2019
teleop;londres, royaume uni;237;123;50;08/2019;beautiful do it ....;08/2019
kimj_in_oregon;hillsboro, oregon;254;175;50;08/2019;just like i ve always dreamed;11/2018
zebanuck;tel aviv, israel;160;109;50;08/2019;it s the grand canyon, duh;08/2019
pjribadeneira;cumbaya, equateur;410;180;50;08/2019;great lodging, outstanding views, lot of plans to do;08/2019
donn263;raleigh, caroline du nord;695;226;50;08/2019;awesome where best views are;08/2019
emma2709;londres, royaume uni;124;117;50;08/2019;out of this world;08/2019
jerry h;grand junction, colorado;73;25;50;08/2019;early morning sunrise;08/2019
giuliabertolaz;brescia, italie;43;47;50;08/2019;breathless view on gran canyon;08/2019
standrews05;horwich, royaume uni;60;79;50;08/2019;truly spectacular;08/2019
all_the_places;everywhere;125;79;50;08/2019;day trip;05/2019
hmcook0818;gibsonville, caroline du nord;71;39;50;08/2019;incredible views and affordable;08/2019
johnkl3739ae;melville, etat de new york;412;138;50;08/2019;breathtaking;08/2019
ohtheplacesyoullgo5;st. catharines, canada;35;43;50;08/2019;great walk of the south rim;08/2019
allisonspring;sitka, alaska;400;165;50;08/2019;nature.....our finest teacher;07/2019
kionsomewhereelse;dallas, texas;58;57;40;08/2019;pretty view, but a bit underwhelming;08/2019
paulamcg;rehoboth beach, delaware;6;6;50;08/2019;family travel;08/2019
betsy e;beachlover8307;165;70;50;08/2019;like nothing else;05/2019
ade2la;londres, royaume uni;82;55;50;08/2019;great canyon;08/2019
mark v;gretna, nebraska;203;112;50;08/2019;unbelievable;08/2019
li x;new york, etat de new york;27;32;50;08/2019;amazing;05/2019
tom m;scottsdale, arizona;515;130;50;08/2019;amazing and spectacular;08/2019
lydvictoria;victoria, canada;19;51;50;08/2019;it really is grand;08/2019
joyce n;huntington beach, californie;223;98;50;08/2019;words and photos cannot adequately describe this marvel;08/2019
grays_on_holiday;derbyshire, royaume uni;158;167;50;08/2019;a well managed national park;08/2019
ashlisdownsouth;diamondhead, mississippi;64;147;50;08/2019;majestic, inspiring, unforgettable.;08/2019
susandelauter;winchester, virginie;285;128;50;08/2019;get to see it all on the walk;08/2019
ken q;denver, united states;668;239;50;08/2019;lots of activities;08/2019
mrsjex;san tan valley, arizona;65;47;50;08/2019;awesome family day;08/2019
rp netherlands;wemeldinge, pays bas;794;400;50;08/2019;3rd visit and still fabulous;06/2019
leslie e;redding;4;4;50;08/2019;excellent place to visit;08/2019
jonathanmidwood;harrogate, royaume uni;4;6;50;08/2019;wow   eye opening;07/2019
sallys586;saint charles, missouri;50;36;50;08/2019;unbelievable;08/2019
carlos_5757;doral, floride;149;100;50;08/2019;stunning views;08/2019
y2732kpandrean;toronto, canada;7;9;50;08/2019;worth the drive;07/2019
prof_scott;londres, royaume uni;3;3;50;08/2019;grand canyon south rim;07/2019
dixienok;edmond, oklahoma;6;8;50;08/2019;third time charm;08/2019
barbararalph;casa grande, arizona;9;10;50;08/2019;spectacular views;07/2019
681bethr;danvers, ma;8;10;50;08/2019;top of the bucket list;03/2019
gemunu;new york;37;42;50;08/2019;family trip to grand canyon;06/2019
msgreentaxilady;new york, etat de new york;8;10;50;08/2019;trip to grand canyon south rim;07/2019
georgemk9517ou;north port, floride;27;36;50;08/2019;must do;06/2019
ydnas89;dieterich, illinois;22;21;50;08/2019;good family getaway;07/2019
phil bram;nottingham, royaume uni;200;84;50;08/2019;first trip to the grand canyon;08/2019
ryanm7105;hong kong, chine;114;71;50;08/2019;amazing â€“ make sure to go on a heli tour;07/2019
dkerrick;mesquite, nevada;83;62;50;08/2019;beautiful and magical;08/2019
fabulous mr;new york, etat de new york;506;288;50;08/2019;always fabulous;07/2019
sarah b;londres, royaume uni;15;21;50;08/2019;amazing views and a really useful bus service;07/2019
bretandjina;chicago, illinois;216;150;50;08/2019;magic;07/2019
bigpittstop;de queen, arkansas;134;43;50;08/2019;breathtaking;08/2019
scottse4665te;silver spring, maryland;34;50;50;08/2019;amazing views at all times of day;07/2019
juliet1971;southampton, royaume uni;115;189;30;08/2019;the canyon... amazing but...;07/2019
heather p;salem, oregon;217;111;50;08/2019;unbelievable;07/2019
mattj375;van buren, arkansas;38;23;50;08/2019;sunset views;07/2019
carliejoy;new york, etat de new york;10;12;50;08/2019;tourism;07/2019
mrsmitcher;surprise, arizona;268;111;50;07/2019;bucket list: check. see it 1st hand. pictures don t work here . . .;07/2019
dobellydude;springdale, arkansas;63;54;50;07/2019;breathtaking;07/2019
catherine e;londres, royaume uni;229;99;50;07/2019;not to be missed;07/2019
jessica k;las vegas, nevada;129;61;50;07/2019;easy to navigate park with gorgeous views;07/2019
travelgirl77710;new jersey;101;42;40;07/2019;great place to visit;07/2019
theodoraf;miami, floride;16;24;50;07/2019;breathtaking;07/2019
gillum s;mission, texas;354;87;50;07/2019;awesome sights;08/2018
martin w;roedermark, allemagne;14;20;50;07/2019;absolutely amazing;07/2019
lilb_c;paris, france;59;49;50;07/2019;the best place i ve ever been;07/2019
girl813th2015;memphis, tennessee;20;22;50;07/2019;the wind and the rain;07/2019
wanita u;mchenry, illinois;17;39;50;07/2019;bucket list;07/2019
sefugett;morehead, kentucky;24;27;50;07/2019;beautiful place;07/2019
kahleymarie;orlando, floride;159;89;50;07/2019;a must see;08/2018
ncnjgirlz;sicklerville, new jersey;171;55;50;07/2019;words cant describe;07/2019
rob m;escondido, californie;1121;474;50;07/2019;still awesome;07/2019
harvey8380;pelham, alabama;177;47;50;07/2019;very majestic and very well run;07/2019
georginas253;londres, royaume uni;66;77;50;07/2019;wow;07/2019
kajsa234;tidaholm;197;69;50;07/2019;magic;06/2019
happydays410;columbus, ohio;19;25;50;07/2019;absolutely stunning;07/2019
duncanm992;auckland, nouvelle zelande;37;26;50;07/2019;awesome;07/2019
sb01;cracovie, pologne;591;369;40;07/2019;amazing and slightly incomprehensible;01/2019
dwight g;chattanooga, tennessee;162;123;50;07/2019;truly a wonder of god s creation.;07/2019
wendyw314;orlando, floride;16;15;50;07/2019;grand canyon south rim;07/2019
christine r;launceston, royaume uni;203;93;50;07/2019;just awsome;08/2018
happydiner37;broadstairs, royaume uni;81;34;50;07/2019;omg what a view;07/2019
bardgirl1;new york, etat de new york;34;65;50;07/2019;an american landmark;07/2019
okstaton;jonesboro, arkansas;14;21;50;07/2019;amazing;07/2019
redroses123;sterling heights, michigan;151;91;50;07/2019;i was shocked;07/2019
500jane;wakefield, royaume uni;57;58;50;07/2019;outstanding views;05/2019
alsoalreadytaken;valparaiso, indiana, usa;3;4;30;07/2019;spectacular views, disappointing park experience;07/2019
raghu_blr_in;bangalore;46;38;50;07/2019;world natural wonder;07/2019
pathfinderswv;mount hope, virginie occidentale;91;64;50;07/2019;breathtaking;07/2019
shabooties;toms river, new jersey;305;271;50;07/2019;breath taking;06/2019
mac81667;etat de washington;104;114;50;07/2019;grand canyon is spectacular, too bad people go there.;07/2019
mjbrb;dubai, emirats arabes unis;43;54;40;07/2019;visit to the south rim grand canyon;06/2019
mrsjswampy;alberta, canada;8;35;50;07/2019;las vegas to south rim grand canyon (day trip);07/2019
kristy d;canon city, colorado;61;30;50;07/2019;surprised by how crowded every location was but majestic all the same;07/2019
james c;lancaster, californie;219;157;50;07/2019;truly a wonder and must see if in arizona;07/2019
35jake2016;dallas, texas;71;41;50;07/2019;beyond words;07/2019
michael o;lee s summit, missouri;169;82;50;07/2019;majestic;07/2019
raynam2707;woodward, oklahoma;43;29;50;07/2019;beautiful;07/2019
faizell2017;vancouver, british columbia;39;28;50;07/2019;amazing;07/2019
180gregk;phoenix, arizona;305;90;50;07/2019;breathtaking vistas;07/2019
tarunjeetr;bangalore, inde;28;25;50;07/2019;unmissable chopper tour ;07/2019
jenjust42day;palm coast, floride;40;33;50;07/2019;get here early;06/2019
barb h;whitesburg, kentucky;122;83;50;07/2019;incredible view;06/2019
sarahg avllit;asheville, caroline du nord;18;25;50;07/2019;they ve thought of everything;07/2019
brad v;janesville, wisconsin;58;32;50;07/2019;wow;07/2019
victoria p;carefree, arizona;768;275;50;07/2019;beautiful sights;07/2019
cmkny;westchester county, etat de new york;366;182;50;07/2019;don t miss this;07/2019
greg b;rockford, united states;110;44;40;07/2019;good but crowded;06/2019
carpenterbillneilsen;manteca, californie;54;26;50;07/2019;resting stop between hikes;07/2019
zoomie70;las vegas;162;98;50;07/2019;spectacular;06/2019
chuckiee63;raytown, missouri;23;50;30;07/2019;stunning view;06/2019
87debrab;san diego, californie;61;49;50;07/2019;the south rim;06/2019
paul g;tucson, arizona;1179;587;50;07/2019;another exceptional visit;06/2019
melimiel;le cap, afrique du sud;27;28;50;07/2019;best experience ever, dream come true;08/2018
limeyjd;jacksonville, floride;180;183;50;07/2019;what a view;07/2019
molbiomom;san mateo, ca;17;17;50;07/2019;wow what a view;07/2019
jphauck;dallas, texas;108;44;50;07/2019;4th at canyon;07/2019
fittinginadventure;las vegas, nevada;58;89;50;07/2019;sure to be a favorite spot;06/2019
albertvaartjes;beilen, pays bas;3;6;50;07/2019;grand canyon;07/2019
susie g;anderson, caroline du sud;302;90;50;07/2019;beautiful, amazing;05/2019
mdower2017;deadwood, dakota du sud;6;7;50;07/2019;breathtaking;06/2019
doccullen;chattanooga, tennessee;23;35;50;07/2019;be prepared  it snowed;06/2019
azdeat;phoenix, arizona;180;128;50;07/2019;magnificent place;06/2019
swedenman;stockholm, suede;35;49;50;07/2019;the best wiew on grand canyon;06/2019
kathleensf3340uv;;95;99;50;07/2019;amazing;07/2019
ola_43;london;5;5;50;07/2019;must see;08/2018
bigalwestvirginia;salem, virginie occidentale;107;209;50;07/2019;breath taking........;07/2019
bob10590;kerrville, texas;455;259;50;07/2019;spectacular;07/2019
624julianc;southampton, royaume uni;7;9;50;07/2019;grand canyon;07/2019
derik l;los angeles, californie;128;43;50;07/2019;breath taking views and very conveniently set up.;07/2019
garywc7466tt;springfield, illinois;26;26;50;07/2019;despite the fact several people have died at the canyon......;06/2019
charissa1022;nashville, tennessee;41;60;50;07/2019;epic views and so much to do;05/2019
kim p;rockingham, caroline du nord;36;28;50;07/2019;what a great vacation;06/2019
njmike2016;new jersey;18;22;50;07/2019;why didn t i do this sooner;06/2019
jordynf040201;bloomington, indiana;31;22;50;07/2019;awesome views;06/2019
benita o;kissimmee, floride;4;11;50;07/2019;vacation;06/2019
amandaw99;cheshire, royaume uni;48;35;50;07/2019;absolutely awesome, amazing natural wonder;05/2019
rebecca f;fort worth, texas;29;28;40;07/2019;great experience;06/2019
dezerthiker;palm springs, californie;36;31;50;07/2019;don t hesitate;06/2019
thisiscliff;hamilton, canada;197;68;50;07/2019;worth the drive from vegas;07/2019
john s;altoona, pennsylvanie;214;71;50;07/2019;beautiful;07/2019
renakashmere;los angeles, californie;463;218;50;07/2019;spectacular;06/2019
julierchat;ponchatoula, louisiane;21;23;50;06/2019;hiked the upper rim;06/2019
dan c;roumanie;42;66;50;06/2019;such a insanely beautiful place  obviously, one of the 10 places to see before you die;08/2018
0912kristinb;lafayette, united states;3;4;50;06/2019;amazing vacation;06/2019
chris b;michigan;336;136;50;06/2019;bucket list check;06/2019
div106;new delhi, inde;357;178;50;06/2019;spectacular ;06/2019
bocavol;pinellas park, floride;107;53;50;06/2019;first   third visits;05/2019
rattmann;aldie, virginie;28;24;50;06/2019;great views;06/2019
steve d;tucson, united states;32;29;10;06/2019;it has become a sewer;06/2019
strategicfamplanner;richmond, virginie;72;46;50;06/2019;dazzling;06/2019
profmom_12;birmingham, alabama;92;65;50;06/2019;late may is a wonderful time to see the grand canyon in perfect weather;05/2019
roger w;oulton broad, royaume uni;401;200;50;06/2019;you have to see it;06/2019
biff_simp;wilbraham, massachusetts;366;217;50;06/2019;real virtual reality;06/2019
bfrank125;kalispell, montana;47;35;50;06/2019;bucket list visit;06/2019
helenandpaul13;worcester, royaume uni;547;396;50;06/2019;spectacular but too much to see in one day;06/2019
rose c;easley, sc;26;29;50;06/2019;awesome;05/2019
sladepatel;charlotte, caroline du nord;134;150;50;06/2019;majestic worth the 4 hour drive from vegas;06/2019
cryptotracker;canon city, colorado;134;54;50;06/2019;great park;06/2019
vineet05;perth, australie;127;68;50;06/2019;brilliant must see for all nature   photography enthusiasts;06/2019
marie_kansas;kansas;62;49;50;06/2019;everyone needs to go at least once in their lifetime.;06/2019
buckeyetripreviewer;columbus, ohio;117;70;40;06/2019;very busy;06/2019
pushkinbansal;new delhi, inde;90;71;50;06/2019;just amazing;05/2019
travellinglimo;suede;87;80;50;06/2019;spectacular;12/2018
kathy l;noblesville, indiana;2;4;50;06/2019;great trail;06/2019
lahtravels216;olmsted falls, ohio;9;17;50;06/2019;beautiful;06/2019
pbroboy;adelaide;146;131;40;06/2019;weather against us;05/2019
xxnafilox;barcelone, espagne;61;40;50;06/2019;the wonder;06/2019
j4808flcarlog;londres, royaume uni;68;53;50;06/2019;superb spectacle to bisit;06/2019
jemx1;plano, texas;132;48;50;06/2019;beautiful;06/2019
carmellaj428;holbrook, new york, united states;59;67;50;06/2019;beautiful views, so much to see and do;06/2019
brendab13;windom,mn;28;25;50;06/2019;bucket list  check;06/2019
volvoman2004;bristol, royaume uni;93;78;50;06/2019;it s just fantastic, awesome.;06/2019
mjhflorida;florida;113;65;50;06/2019;breathtaking views.;05/2019
natashamb73;phoenix, arizona;56;40;50;06/2019;family trip to the grand canyon;06/2019
gerald d;kentwood, michigan;284;111;50;06/2019;incomparable views;05/2019
tabatha e;mount vernon, etat de washington;9;23;10;06/2019;second honeymoon;06/2019
carrjenn;watsonville, californie;211;100;50;06/2019;gorgeous and interesting;03/2019
lindacz791gc;sybertsville, pennsylvanie;10;13;40;06/2019;excellent access to the grand canyon;06/2019
